account_id,alert_id,customer_id,signup_date,alert_date,alert_type,alert_status
800000000409,1d510e82-1f6c-4b9c-9250-ba23c94b0b56,CUST-000396,2024-03-27,2025-05-22,Dark Web Monitoring,Pending
800000000410,f74483ee-945d-4e0f-b529-8803882efb81,CUST-000291,2024-04-11,2025-01-22,Dark Web Monitoring,Acknowledged
800000000411,ed4005c5-a830-4f6b-84e2-a4e2ac8081d8,CUST-000565,2024-10-01,2024-10-14,Dark Web Monitoring,Acknowledged
800000000412,962835f7-dbda-4742-b366-31249001ad19,CUST-000018,2024-09-06,2024-10-04,Dark Web Monitoring,Resolved
800000000413,bea3294d-0db7-427a-b824-52aafd2c3e3e,CUST-000149,2024-05-22,2024-09-17,Dark Web Monitoring,Resolved
800000000414,5130432d-828b-4711-b735-23ffc0e983c1,CUST-000230,2024-09-07,2025-01-10,Data Breach,Resolved
800000000415,96449d1c-224f-4e30-9951-add18048706c,CUST-000856,2024-12-30,2025-04-28,Dark Web Monitoring,Pending
800000000416,f608f562-6172-4a60-85bb-9e774969d5f4,CUST-000442,2024-09-05,2024-11-23,Dark Web Monitoring,Pending
800000000417,5b9d01b2-f237-4d04-9c18-98dcd07ff239,CUST-000326,2024-03-27,2024-10-24,Credit Inquiry,Resolved
800000000418,2044f7f0-4bf9-4db4-a4b0-c354407d6f4f,CUST-000132,2024-02-22,2025-06-26,Credit Inquiry,Resolved
800000000419,5c129816-87f5-46d7-9e87-4845a615c876,CUST-000468,2024-02-27,2025-02-19,Dark Web Monitoring,Pending
800000000420,56982436-232a-41a9-a72c-09d7d9c47b6c,CUST-000422,2024-07-31,2024-08-21,Dark Web Monitoring,Resolved
800000000421,6a25fba0-8078-448d-ae66-b7beb44169fe,CUST-000732,2024-10-25,2025-05-09,Dark Web Monitoring,Resolved
800000000422,36b259c4-f329-42aa-abbb-b539d51b50d8,CUST-000708,2024-08-22,2025-06-12,Data Breach,Pending
800000000423,33275970-fa29-4e1d-aa20-e69a729ba12f,CUST-000939,2024-10-13,2025-01-28,Dark Web Monitoring,Pending
800000000424,b259930a-6878-4721-82aa-2212f8cb5040,CUST-000929,2024-11-05,2025-01-26,Dark Web Monitoring,Resolved
800000000425,8fe9cee1-a6e2-4f5f-86bf-44113e0996b6,CUST-000311,2024-02-07,2025-06-04,Credit Inquiry,Resolved
800000000426,51de4e44-b005-45ff-abe5-0486c1854f71,CUST-000902,2024-04-06,2024-08-13,Credit Inquiry,Resolved
800000000427,db306bbb-fa98-41b7-bead-50b769b59f26,CUST-000438,2024-06-01,2024-09-29,Dark Web Monitoring,Acknowledged
800000000428,14825063-9f9c-4670-b356-ebd5aad18a82,CUST-000874,2024-10-03,2024-12-14,Credit Inquiry,Pending
800000000429,e9d8ecc5-f7d7-4e80-9bf1-dd2ccf83d372,CUST-000556,2024-07-24,2025-03-10,Credit Inquiry,Pending
800000000430,17dda7ed-c595-41de-b40e-2a2bd2dad36d,CUST-000309,2024-02-20,2024-06-17,Data Breach,Resolved
800000000431,2511aafc-f903-438d-b1a4-9b73eff0d949,CUST-000508,2024-11-26,2025-03-05,Dark Web Monitoring,Pending
800000000432,29f12848-21a3-426b-949c-e25420569673,CUST-000541,2024-10-18,2025-02-01,Credit Inquiry,Resolved
800000000433,72b9e5ff-3fb2-40f8-a775-369b984f7f62,CUST-000654,2024-09-15,2025-03-14,Credit Inquiry,Resolved
800000000434,1f4daa9a-3536-4740-9950-0c9b1d3c3d1d,CUST-000758,2024-03-24,2024-10-09,Dark Web Monitoring,Pending
800000000435,b97b34a4-cd3b-4a07-8c66-256a5cbdb582,CUST-000767,2024-01-27,2024-12-05,Credit Inquiry,Pending
800000000436,8eb02b22-5569-4052-a894-ae7ae944d707,CUST-000539,2024-10-29,2025-06-23,Credit Inquiry,Acknowledged
800000000437,593e35a1-12f0-49ef-a8e6-e5c2290f2470,CUST-000902,2024-04-06,2025-04-08,Dark Web Monitoring,Acknowledged
800000000438,a571394a-e9d4-4816-8751-aeb11889a59b,CUST-000872,2024-03-31,2024-10-27,Dark Web Monitoring,Pending
800000000439,9d79505c-321f-4a54-90ab-3f9fe759f770,CUST-000235,2024-07-30,2024-11-15,Credit Inquiry,Pending
800000000440,35119c3a-a612-47b3-a689-3fcab600b699,CUST-000714,2024-10-12,2025-02-15,Dark Web Monitoring,Acknowledged
800000000441,68cd0867-91b4-4f35-b1a6-54b25325fe8f,CUST-000159,2024-07-13,2024-08-22,Credit Inquiry,Acknowledged
800000000442,4d2b6937-2f96-4bf2-aa35-44d7187db1f1,CUST-000115,2024-11-11,2025-05-31,Dark Web Monitoring,Resolved
800000000443,5df779bc-4f8a-4f1e-b7d5-4ebbd95e413e,CUST-000622,2024-10-25,2024-12-24,Dark Web Monitoring,Resolved
800000000444,0911983a-f58e-4f08-90a1-43e3daa23a62,CUST-000339,2024-10-27,2025-05-09,Dark Web Monitoring,Resolved
800000000445,8bd5f9d3-9f79-4df3-bf81-e701e3511509,CUST-000925,2024-10-16,2025-07-04,Dark Web Monitoring,Resolved
800000000446,1712118f-5aa2-4ad3-a07e-616b9d429d3c,CUST-000079,2024-01-25,2025-03-30,Credit Inquiry,Acknowledged
800000000447,7d0d2bff-8e05-4154-90b2-f633014f40ff,CUST-000708,2024-08-22,2024-09-26,Credit Inquiry,Resolved
800000000448,98069f7a-c685-4988-a8c5-705322357e50,CUST-000564,2024-07-03,2025-06-09,Dark Web Monitoring,Acknowledged
800000000449,d7755774-cc96-4bf2-badd-b4cc01576541,CUST-000064,2024-12-25,2025-06-10,Dark Web Monitoring,Resolved
800000000450,9b9ecd5d-b1de-4c75-8714-a2bca31b77a9,CUST-000088,2024-01-09,2025-05-03,Dark Web Monitoring,Acknowledged
800000000451,30e5e5a4-ba9d-47fc-8fd4-ddb8e35a86c4,CUST-000732,2024-10-25,2025-01-18,Credit Inquiry,Acknowledged
800000000452,799380fe-fb0a-4bea-8606-c32f390cbb51,CUST-000384,2024-03-06,2024-10-24,Data Breach,Resolved
800000000453,81979729-ecfc-476e-a491-942080155f0f,CUST-000139,2024-05-14,2024-07-24,Dark Web Monitoring,Resolved
800000000454,bc95eceb-550d-4975-a83c-382fd31deae6,CUST-000757,2024-01-06,2025-02-20,Dark Web Monitoring,Resolved
800000000455,0095589a-86d4-4a49-9aeb-6aa93df553c8,CUST-000708,2024-08-22,2025-02-18,Dark Web Monitoring,Pending
800000000456,86b98f27-0c23-4999-9af4-4c2310871772,CUST-000685,2024-12-23,2025-01-21,Dark Web Monitoring,Acknowledged
800000000457,a36dfe08-6376-4c20-9969-eebbb121e367,CUST-000305,2024-11-30,2024-12-09,Data Breach,Pending
800000000458,07026c42-f2b4-44b7-892d-42b84e50f63b,CUST-000766,2024-04-30,2024-07-31,Dark Web Monitoring,Acknowledged
800000000459,bc5845f3-d6d3-4a89-ad19-9ab195997fd5,CUST-000983,2024-09-12,2025-07-09,Dark Web Monitoring,Acknowledged
800000000460,987a2d62-2828-4df0-b001-ead4054d513f,CUST-000064,2024-12-25,2025-05-18,Credit Inquiry,Resolved
800000000461,11715cd3-9c98-4b20-969f-cfc262af04fd,CUST-000885,2024-02-28,2024-04-06,Dark Web Monitoring,Resolved
800000000462,54df3457-b6e9-403b-bf4e-50a8b8fd8772,CUST-000473,2024-10-16,2025-02-27,Dark Web Monitoring,Pending
800000000463,9ad5f460-8c63-4948-9b3e-ee6ef53dbb82,CUST-000845,2024-11-16,2025-06-02,Dark Web Monitoring,Acknowledged
800000000464,97936b54-6b93-4f6b-bdab-ad83a6071214,CUST-000216,2024-09-18,2025-03-30,Dark Web Monitoring,Resolved
800000000465,975079d8-75f9-4bd7-953a-f4a43955aa88,CUST-000595,2024-04-19,2024-09-04,Credit Inquiry,Resolved
800000000466,0bdd2c05-f2f9-45ca-accb-fde061d2baca,CUST-000178,2024-12-26,2025-02-19,Dark Web Monitoring,Pending
800000000467,1c245946-692c-46d7-ba18-2282e7e74d54,CUST-000900,2024-08-16,2025-05-30,Dark Web Monitoring,Resolved
800000000468,0b06430a-da54-4842-b0d4-131295faf806,CUST-000708,2024-08-22,2024-11-10,Dark Web Monitoring,Resolved
800000000469,032ea0a7-9145-4368-b96b-5d52ea37b467,CUST-000218,2024-03-23,2025-06-07,Credit Inquiry,Resolved
800000000470,947d76ef-55c8-4b1d-9d80-6c1095bd0aef,CUST-000990,2024-12-26,2025-02-12,Dark Web Monitoring,Pending
800000000471,cc495da8-f6f5-4fd9-aac4-fd9557ad9677,CUST-000471,2024-03-11,2025-02-13,Data Breach,Pending
800000000472,40c4af50-4b7c-4fb8-bfdd-f2f95773a8b0,CUST-000326,2024-03-27,2024-07-11,Dark Web Monitoring,Pending
800000000473,8cac1264-3bc5-4f92-8f93-a8c10890f131,CUST-000732,2024-10-25,2025-05-26,Dark Web Monitoring,Resolved
800000000474,e18419cb-745a-4d0c-884d-935ffdd8e6fe,CUST-000062,2024-05-12,2024-12-09,Data Breach,Pending
800000000475,73742e72-22d5-4ad4-9e5b-06063957b321,CUST-000708,2024-08-22,2025-05-21,Credit Inquiry,Pending
800000000476,1b2c83af-6d70-4324-baff-cefebcea71bc,CUST-000519,2024-09-23,2024-11-22,Data Breach,Pending
800000000477,3e8ccd47-3c44-41e3-b13f-29b0e2a1b56f,CUST-000210,2024-07-14,2025-01-27,Dark Web Monitoring,Resolved
800000000478,66d40319-bfaa-46b9-8fe1-0ca903f2138d,CUST-000925,2024-10-16,2025-05-26,Data Breach,Resolved
800000000479,32863f9d-f7d4-402b-ab78-e63b9362f72c,CUST-000210,2024-07-14,2025-05-08,Dark Web Monitoring,Acknowledged
800000000480,8ff7c3d1-1e0d-4793-b613-778d22a5cacf,CUST-000545,2024-01-01,2024-04-03,Credit Inquiry,Acknowledged
800000000481,af3b4024-82f4-4e5e-a83f-0b841767dbd7,CUST-000938,2024-11-02,2025-06-30,Dark Web Monitoring,Pending
800000000482,6a439417-d316-41a7-a8d2-1bdbcf22bf9c,CUST-000885,2024-02-28,2024-12-18,Dark Web Monitoring,Resolved
800000000483,90106774-e380-42b4-ae9e-da32881fc905,CUST-000713,2024-05-04,2024-08-10,Dark Web Monitoring,Acknowledged
800000000484,40c2d349-8bac-46e9-ac50-d67137374623,CUST-000392,2024-12-01,2025-04-09,Data Breach,Pending
800000000485,2c07f77f-81af-4122-8f61-83b4bc6b9a0f,CUST-000305,2024-11-30,2025-01-25,Credit Inquiry,Acknowledged
800000000486,0ce961b1-bffd-40a8-ad41-b19ef1b6916c,CUST-000700,2024-03-28,2024-10-19,Dark Web Monitoring,Pending
800000000487,df8451e4-566c-499e-b0fe-a55e243b5331,CUST-000713,2024-05-04,2024-07-11,Credit Inquiry,Pending
800000000488,f939d420-fbd5-40c6-a29b-4c94097f8e1f,CUST-000360,2024-06-19,2024-10-26,Dark Web Monitoring,Acknowledged
800000000489,c01bbe62-c466-4cc2-af92-bcaa074cf0da,CUST-000572,2024-01-16,2024-02-10,Credit Inquiry,Pending
800000000490,4a307c56-7c32-4f29-8cca-299fb281e23e,CUST-000245,2024-10-02,2024-10-28,Data Breach,Acknowledged
800000000491,dba20b54-213d-4983-81a3-16ed2c87cc0a,CUST-000636,2024-06-21,2025-04-17,Dark Web Monitoring,Acknowledged
800000000492,aa3fe37b-7bfc-40db-a022-0a072d5b7b62,CUST-000289,2024-06-17,2025-04-24,Credit Inquiry,Resolved
800000000493,b884c325-1c0b-430c-80fc-561dd7a9245a,CUST-000088,2024-01-09,2024-01-20,Credit Inquiry,Pending
800000000494,abee7dce-16a4-4c60-8b00-d7075d3e2abe,CUST-000129,2024-07-27,2024-10-29,Dark Web Monitoring,Resolved
800000000495,381c216d-7378-4917-ba48-c9eb5172256a,CUST-000685,2024-12-23,2025-02-23,Dark Web Monitoring,Pending
800000000496,85cdf869-d71e-49eb-a240-e8ab7be776dc,CUST-000547,2024-03-06,2024-10-27,Dark Web Monitoring,Pending
800000000497,ef55b8d6-ac14-4cdd-9fa0-a8a1834f4b25,CUST-000685,2024-12-23,2025-02-16,Dark Web Monitoring,Pending
800000000498,29549810-9f4f-45db-acf7-4a1becf82cef,CUST-000742,2024-10-04,2025-01-16,Dark Web Monitoring,Resolved
800000000499,8b69b2e1-c56a-42f2-a97a-d8141e43b76e,CUST-000732,2024-10-25,2025-01-18,Credit Inquiry,Pending
800000000500,40f60d52-fedd-4c4b-a09e-e978b1f3ef73,CUST-000581,2024-10-31,2025-05-09,Dark Web Monitoring,Pending
800000000501,ebb2e7e3-5913-48de-ab7e-9b135672372c,CUST-000979,2024-04-04,2024-10-24,Dark Web Monitoring,Pending
800000000502,25e98b57-d32b-4a9c-9d81-b36b8e3bef85,CUST-000460,2024-07-01,2025-01-27,Dark Web Monitoring,Pending
800000000503,51e46a14-2797-4c4d-bb25-7ed70d4a0277,CUST-000784,2024-02-14,2024-06-09,Dark Web Monitoring,Acknowledged
800000000504,ad29f973-4893-4ca6-9b61-600090651b73,CUST-000422,2024-07-31,2024-09-19,Dark Web Monitoring,Resolved
800000000505,d97146b4-a39c-43e4-869a-9bfe3e65c2d6,CUST-000534,2024-11-25,2025-05-02,Dark Web Monitoring,Resolved
800000000506,8e082441-42cf-40bf-b7db-142f9185d1e9,CUST-000222,2024-10-22,2025-05-29,Dark Web Monitoring,Pending
800000000507,0b01863a-bea2-4196-a16f-b4a504a6f304,CUST-000779,2024-02-02,2025-07-01,Dark Web Monitoring,Resolved
800000000508,d40107e4-2160-4293-8083-264d196c30c1,CUST-000726,2024-10-20,2025-03-25,Dark Web Monitoring,Resolved
800000000509,40d64d3c-ba8d-4399-9e99-e2fad4bea431,CUST-000466,2024-09-11,2024-11-02,Dark Web Monitoring,Acknowledged
800000000510,4b5b83f7-f32d-4e60-b364-17508904b719,CUST-000250,2024-05-06,2025-06-03,Dark Web Monitoring,Pending
800000000511,0bcae8a5-c652-4c78-9b52-657441ecc5fa,CUST-000528,2024-12-23,2025-06-13,Dark Web Monitoring,Pending
800000000512,67ac87ab-68e7-4699-a6ff-274cf5bad778,CUST-000615,2024-04-23,2024-05-07,Dark Web Monitoring,Acknowledged
800000000513,ab094080-c5f5-4d66-8510-74ddd0cca7ca,CUST-000462,2024-05-25,2025-04-16,Dark Web Monitoring,Acknowledged
800000000514,885bccae-b27e-417e-8114-b66b0929cf2c,CUST-000994,2024-10-01,2024-11-23,Dark Web Monitoring,Acknowledged
800000000515,017293b5-ba9c-4963-a0b3-e9c727900c7f,CUST-000938,2024-11-02,2025-02-18,Dark Web Monitoring,Resolved
800000000516,ea371b8f-9b19-4d12-a004-0fee420b1a54,CUST-000375,2024-11-06,2025-05-30,Credit Inquiry,Resolved
800000000517,069c68be-67d1-44cf-bea4-f1cf0b2c6bf7,CUST-000636,2024-06-21,2024-12-04,Dark Web Monitoring,Pending
800000000518,122fb3d3-0ba7-4857-8dd2-c71b325d5258,CUST-000181,2024-02-16,2025-01-10,Credit Inquiry,Pending
800000000519,8bdb76d5-cfc5-4fa8-b5fa-c11f1fd0d9ee,CUST-000702,2024-08-21,2025-02-20,Credit Inquiry,Pending
800000000520,6a71f04c-6ab4-4d1d-ad07-43e1c79592b2,CUST-000583,2024-12-28,2025-06-10,Dark Web Monitoring,Acknowledged
800000000521,2a4c73d7-3772-497c-a2ab-cbeda347d748,CUST-000285,2024-06-03,2025-01-31,Dark Web Monitoring,Resolved
800000000522,6385e3ea-021e-43d7-bc31-c1aab867167c,CUST-000088,2024-01-09,2025-05-08,Dark Web Monitoring,Pending
800000000523,4ac7cb63-c4d9-4c68-9e11-52c9932ea20e,CUST-000766,2024-04-30,2024-05-22,Dark Web Monitoring,Pending
800000000524,fd899c3c-bb5c-40d8-8c58-9cd12fac9900,CUST-000381,2024-08-13,2025-04-14,Data Breach,Pending
800000000525,2b855dd4-f945-455f-9672-034cfbac6036,CUST-000305,2024-11-30,2024-12-22,Dark Web Monitoring,Resolved
800000000526,94d20d56-1f24-4e0b-8593-a5f6a80bdbda,CUST-000925,2024-10-16,2025-03-16,Dark Web Monitoring,Acknowledged
800000000527,e21fb74f-f4ce-4b8a-8d6e-caa98fe8f4e4,CUST-000508,2024-11-26,2025-04-16,Dark Web Monitoring,Resolved
800000000528,62e99ccd-babe-43a4-8258-4f830dcd49b4,CUST-000270,2024-12-23,2025-03-10,Dark Web Monitoring,Pending
800000000529,680bba95-822a-4c30-8dc0-7347f1315244,CUST-000669,2024-06-06,2025-03-31,Data Breach,Resolved
800000000530,48abf6fa-b59a-45b8-8f13-50b24d3e0552,CUST-000684,2024-11-05,2025-01-09,Dark Web Monitoring,Resolved
800000000531,70cab95f-8bde-465e-bd27-60696f17875b,CUST-000551,2024-04-10,2024-06-08,Dark Web Monitoring,Pending
800000000532,d969842f-77b7-432a-9f1d-b6c6e90adf78,CUST-000305,2024-11-30,2024-12-17,Credit Inquiry,Pending
800000000533,889b2c14-36ee-4303-8d36-36571287fbf2,CUST-000289,2024-06-17,2024-12-07,Data Breach,Pending
800000000534,b70f1bf9-2a16-48c7-aa0f-2cbebfb430f0,CUST-000965,2024-10-28,2025-01-29,Credit Inquiry,Pending
800000000535,9d1ecaa7-9056-42e3-8e85-4393283aaf65,CUST-000132,2024-02-22,2024-11-30,Dark Web Monitoring,Resolved
800000000536,7e0f95bf-d4e5-414e-95ac-c1a164504c44,CUST-000548,2024-09-26,2025-04-25,Dark Web Monitoring,Resolved
800000000537,24cc7477-e28d-4886-abd7-a1438b21c6f2,CUST-000772,2024-10-24,2025-02-11,Data Breach,Pending
800000000538,5ed3e566-68a4-4e78-8f12-268081d47ee6,CUST-000801,2024-07-10,2024-10-09,Dark Web Monitoring,Acknowledged
800000000539,47cf5b6f-7c88-4ee8-b974-6a8c208a6503,CUST-000383,2024-12-27,2025-04-11,Dark Web Monitoring,Resolved
800000000540,22ad1b6c-2be2-451d-8902-6d077ba7f064,CUST-000289,2024-06-17,2025-03-05,Credit Inquiry,Resolved
800000000541,329ab224-ecd0-4084-90fa-8ab81ae01171,CUST-000871,2024-07-16,2025-05-17,Dark Web Monitoring,Acknowledged
800000000542,31fbb83e-3b12-47fa-8473-a2ce285552ed,CUST-000963,2024-08-02,2024-11-18,Dark Web Monitoring,Resolved
800000000543,f39f8bfd-226c-4b4a-a283-b500f1dc3220,CUST-000684,2024-11-05,2024-11-14,Dark Web Monitoring,Acknowledged
800000000544,e2dec838-31b5-49ad-b9f8-a7eecb6ba356,CUST-000250,2024-05-06,2024-06-22,Dark Web Monitoring,Pending
800000000545,ed814a98-5e12-4c82-9ce7-102949ad534d,CUST-000950,2024-04-13,2025-02-23,Data Breach,Pending
800000000546,4048e7d0-4d98-4362-8b89-14ba4d113144,CUST-000048,2024-09-25,2024-11-26,Dark Web Monitoring,Acknowledged
800000000547,92d21e31-e08d-4b49-b51f-5d184fdf4f5e,CUST-000017,2024-06-19,2025-02-12,Data Breach,Acknowledged
800000000548,6bb54382-38a2-4bc7-a493-afd5e142d72a,CUST-000615,2024-04-23,2024-10-31,Dark Web Monitoring,Resolved
800000000549,43e96356-a92d-42c1-b045-f2a73690afdf,CUST-000141,2024-07-13,2024-09-25,Dark Web Monitoring,Pending
800000000550,c8a97ce6-e769-4319-8e18-56544b814eac,CUST-000636,2024-06-21,2024-10-08,Dark Web Monitoring,Acknowledged
800000000551,370b1cf7-15bc-414d-9c66-bc86386876f9,CUST-000767,2024-01-27,2024-11-20,Dark Web Monitoring,Resolved
800000000552,c360a20e-9810-4319-a525-7f54da1af01f,CUST-000709,2024-03-11,2025-04-29,Credit Inquiry,Pending
800000000553,79849ae2-22d4-4949-8a31-9625d22b4070,CUST-000767,2024-01-27,2024-07-19,Dark Web Monitoring,Resolved
800000000554,f362438e-aaf6-429e-8d16-bbf2dce4c443,CUST-000874,2024-10-03,2025-06-04,Dark Web Monitoring,Resolved
800000000555,140d4392-b13b-4e51-8f9f-4936a020d8aa,CUST-000693,2024-07-06,2025-07-05,Dark Web Monitoring,Acknowledged
800000000556,e9bf5613-f3f9-4330-9aad-1c6f938ea163,CUST-000551,2024-04-10,2025-04-21,Credit Inquiry,Resolved
800000000557,7e02fff6-91e1-4d69-98be-ffcfb18a6425,CUST-000043,2024-08-03,2024-08-07,Dark Web Monitoring,Resolved
800000000558,6673e496-c2ac-4704-a8a2-721ae9148f3f,CUST-000618,2024-04-11,2024-04-29,Credit Inquiry,Pending
800000000559,7b75f528-974f-4f76-8d33-3fd408be2d26,CUST-000202,2024-07-13,2025-05-20,Dark Web Monitoring,Acknowledged
800000000560,f36724f6-43fa-4dc0-8c82-9d27b90d6307,CUST-000803,2024-02-04,2024-11-19,Dark Web Monitoring,Pending
800000000561,c1644419-c182-45c5-a466-3db703807d75,CUST-000018,2024-09-06,2024-12-25,Dark Web Monitoring,Pending
800000000562,90c1bd7b-f9ce-4ad0-ad87-b5d77b2a36d4,CUST-000815,2024-12-30,2025-03-03,Dark Web Monitoring,Acknowledged
800000000563,f7b09b8d-e332-4842-859b-1d99208ee0f0,CUST-000235,2024-07-30,2025-04-15,Dark Web Monitoring,Resolved
800000000564,09090c30-1110-4ce9-af42-f2731c91c673,CUST-000442,2024-09-05,2025-03-03,Dark Web Monitoring,Resolved
800000000565,11404850-f530-4666-9d4e-6466a42be4b7,CUST-000410,2024-02-21,2024-06-16,Dark Web Monitoring,Resolved
800000000566,de9b55a2-2c3b-48bb-991e-e48be87c73c0,CUST-000711,2024-08-04,2025-04-19,Dark Web Monitoring,Pending
800000000567,aae13ec4-3b46-4441-85a9-be86b1657bb2,CUST-000157,2024-08-16,2025-01-09,Credit Inquiry,Pending
800000000568,0a48ba29-f6c4-4383-b98e-02ffb8289593,CUST-000708,2024-08-22,2024-09-03,Credit Inquiry,Pending
800000000569,5756068a-99db-4fbe-8ad0-b7f6fa6b0660,CUST-000918,2024-04-20,2024-10-08,Dark Web Monitoring,Pending
800000000570,c03d19d2-8707-40e9-9062-329aa1dddcc9,CUST-000833,2024-04-29,2024-10-27,Social Media Account Takeover,Pending
800000000571,8f65c7b3-f281-4cba-badd-e64a625f6019,CUST-000994,2024-10-01,2025-04-08,Social Media Account Takeover,Resolved
800000000572,ab8a4710-e017-44e0-9070-b0a671d95c34,CUST-000871,2024-07-16,2025-03-30,Dark Web Monitoring,Acknowledged
800000000573,cbb90f98-4840-463e-b066-b3cae1971671,CUST-000218,2024-03-23,2025-01-01,Data Breach,Acknowledged
800000000574,513fcf79-9a1e-4aeb-9cc3-1e740d9616fc,CUST-000664,2024-01-01,2025-06-05,Dark Web Monitoring,Pending
800000000575,baf55d57-5c2f-426b-b4b3-f6eefb9799ef,CUST-000983,2024-09-12,2025-04-27,Dark Web Monitoring,Resolved
800000000576,59275393-8059-4fdb-8cd4-b4dd6c99c500,CUST-000328,2024-11-06,2025-05-21,Dark Web Monitoring,Acknowledged
800000000577,6b7c2527-0a5d-4c11-8c1a-bbcbc1c727be,CUST-000149,2024-05-22,2025-05-17,Credit Inquiry,Acknowledged
800000000578,fa108ce3-a571-4494-a0c0-1a9cc86044b5,CUST-000952,2024-10-14,2025-05-20,Dark Web Monitoring,Resolved
800000000579,42cedb2f-effe-4d25-8d46-00b2236712a5,CUST-000651,2024-07-23,2024-09-30,Dark Web Monitoring,Acknowledged
800000000580,5873d4de-330a-423b-8485-fc689afb7ee5,CUST-000105,2024-04-24,2025-05-15,Dark Web Monitoring,Resolved
800000000581,342c307d-e825-4770-b737-9c822a7f81e0,CUST-000017,2024-06-19,2025-01-20,Dark Web Monitoring,Acknowledged
800000000582,0cf08f97-53ec-4013-812c-841c92c16e45,CUST-000476,2024-07-17,2024-08-09,Data Breach,Pending
800000000583,559abb50-0909-46da-bda1-f8e7ad98f3b5,CUST-000383,2024-12-27,2025-06-14,Data Breach,Resolved
800000000584,504b25ce-8909-4668-a536-b1ebfa3b9fb6,CUST-000200,2024-03-26,2024-04-20,Dark Web Monitoring,Acknowledged
800000000585,5c084348-1285-48ac-ba57-6abbb439b983,CUST-000761,2024-08-16,2025-03-04,Dark Web Monitoring,Resolved
800000000586,511f08a9-552f-4faf-92bb-7470a603fc8a,CUST-000151,2024-08-01,2025-01-15,Dark Web Monitoring,Resolved
800000000587,2c502098-2c9b-4e12-88ab-5d3b3a6cc423,CUST-000119,2024-11-24,2024-12-29,Data Breach,Acknowledged
800000000588,b860bc8d-f5a3-4d08-b311-7e4427f0ec6a,CUST-000133,2024-05-24,2025-01-12,Credit Inquiry,Resolved
800000000589,3a1591c4-65ac-44ff-9f8f-e06397263eec,CUST-000874,2024-10-03,2024-11-23,Data Breach,Acknowledged
800000000590,cd42ab5a-a4a1-4b9d-aa8b-bfc5a751b85d,CUST-000289,2024-06-17,2025-05-25,Dark Web Monitoring,Acknowledged
800000000591,448ec93a-1b9e-48dd-9c59-26954a7f36b7,CUST-000915,2024-01-29,2024-05-19,Social Media Account Takeover,Pending
800000000592,b85b4240-7ace-4953-914a-8269a4623490,CUST-000618,2024-04-11,2025-03-06,Dark Web Monitoring,Acknowledged
800000000593,e7e6281c-1a41-4d16-bf06-d77392bbb653,CUST-000200,2024-03-26,2024-09-10,Dark Web Monitoring,Pending
800000000594,aaa86341-f116-4271-a9d9-ded5251c5197,CUST-000691,2024-10-22,2025-06-08,Credit Inquiry,Resolved
800000000595,1cdc864b-2782-4d04-b6a0-2fb82ffef663,CUST-000885,2024-02-28,2025-05-17,Data Breach,Pending
800000000596,8165d657-0aa6-4e59-b43a-8d3e15a2cb6f,CUST-000684,2024-11-05,2024-12-20,Credit Inquiry,Pending
800000000597,c6e76f72-8737-4a20-a434-c32643b28a3d,CUST-000825,2024-03-06,2025-06-25,Dark Web Monitoring,Acknowledged
800000000598,d267c658-da80-4b35-9bce-b38913e7af8f,CUST-000806,2024-12-27,2025-06-17,Dark Web Monitoring,Acknowledged
800000000599,d806f381-39f3-4c66-ab4f-f604876ba737,CUST-000742,2024-10-04,2025-06-25,Dark Web Monitoring,Acknowledged
800000000600,01d8a85c-507f-4d33-9440-75427e09ce9e,CUST-000825,2024-03-06,2024-12-20,Dark Web Monitoring,Pending
800000000601,f835bc79-0c96-4bac-8e55-9f58fcb61d64,CUST-000547,2024-03-06,2025-03-13,Credit Inquiry,Pending
800000000602,94bd9695-c395-405a-b581-049f2008f62a,CUST-000306,2024-08-17,2024-11-10,Dark Web Monitoring,Acknowledged
800000000603,aeca714c-8977-4d50-852f-bea8899510d8,CUST-000129,2024-07-27,2025-03-31,Dark Web Monitoring,Acknowledged
800000000604,1f66f0d4-28f5-4e81-a521-2f53ce3e1181,CUST-000855,2024-09-10,2025-06-06,Data Breach,Resolved
800000000605,c14c8823-d961-40f4-b958-6fa7940198b7,CUST-000685,2024-12-23,2025-03-24,Dark Web Monitoring,Pending
800000000606,40793bf2-8de5-49b2-a43b-b18c68cf0957,CUST-000622,2024-10-25,2025-03-28,Credit Inquiry,Pending
800000000607,86361a88-6bde-4c75-bb77-7244a86e93e2,CUST-000607,2024-10-23,2024-11-30,Dark Web Monitoring,Acknowledged
800000000608,4394c879-a42f-4791-841e-6c0af270454f,CUST-000522,2024-04-14,2024-06-16,Dark Web Monitoring,Pending
800000000609,f7a01996-5177-45ba-ae8a-425f473bf02b,CUST-000322,2024-08-03,2025-03-15,Dark Web Monitoring,Acknowledged
800000000610,7342286f-1a9b-4d83-b057-d1100b2cc10c,CUST-000008,2024-12-08,2025-05-21,Dark Web Monitoring,Pending
800000000611,dc823277-58f9-43a1-8a57-beba517d176b,CUST-000222,2024-10-22,2025-05-09,Dark Web Monitoring,Pending
800000000612,4bd4caf2-d21f-4e89-be6a-52a93d463c98,CUST-000607,2024-10-23,2025-02-25,Credit Inquiry,Pending
800000000613,669c2e31-30ed-4cc3-81fa-9ae3f3348101,CUST-000731,2024-05-17,2025-02-10,Credit Inquiry,Resolved
